SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
24	backend/onyx/server/federated/api.py	handle_oauth_callback_generic	377	453	5	2	0	2	0	0	0	Depends,HTTPException,OAuthCallbackResult,UUID,_get_federated_connector_instance,callback_data.get,connector_instance.callback,dict,federated_connector.credentials.get_value,fetch_federated_connector_by_id,get_oauth_callback_uri,logger.error,logger.exception,logger.info,oauth_result.model_dump,require_permission,router.post,update_federated_connector_oauth_token,verify_oauth_state
24	backend/onyx/skills/builtin/notion/notion_api.py	_build_parser	134	213	1	0	1	6	0	0	0	argparse.ArgumentParser,group.add_argument,grp.add_argument,p.add_argument,p.add_subparsers,sp.add_argument,sp.add_mutually_exclusive_group,sub.add_parser,with_limit
23	backend/onyx/connectors/confluence/connector.py	ConfluenceConnector.reindex	966	1072	0	5	0	1	0	0	0	ConnectorFailure,DocumentFailure,_extract_page_id_from_url,_get_page_id,build_confluence_document_id,expand_fields.extend,get,get_all_space_permissions,get_page_restrictions,isinstance,join,list,page.get,seen_page_ids.add,self._convert_page_to_document,self._fetch_page_attachments,self._yield_ancestor_hierarchy_nodes,self._yield_space_hierarchy_nodes,self.confluence_client.paginated_cql_retrieval,set,space_level_access.get,url_to_page_id.items,url_to_page_id.values
23	backend/onyx/connectors/google_drive/doc_conversion.py	_get_external_access_for_raw_gdrive_file	586	633	1	3	0	3	0	0	0	cast,external_access_fn,fetch_versioned_implementation_with_fallback
23	backend/onyx/connectors/highspot/connector.py	HighspotConnector.retrieve_all_slim_docs_perm_sync	396	489	0	0	2	5	0	0	0	SlimDocument,_parse_highspot_timestamp,item.get,item_details.get,len,logger.exception,logger.info,logger.warning,response.get,self._fetch_spots_to_process,self.client.get_item,self.client.get_spot_items,slim_doc_batch.append,str
23	backend/onyx/connectors/loopio/connector.py	LoopioConnector._build_search_filter	83	100	0	0	5	1	0	0	0	ValueError,self._fetch_data
23	backend/onyx/connectors/notion/connector.py	NotionConnector._filter_pages_by_time	1143	1167	0	0	5	1	0	0	0	NotionPage,datetime.fromisoformat,replace,timestamp
23	backend/onyx/db/index_attempt.py	mock_successful_index_attempt	190	213	1	3	0	3	0	0	0	IndexAttempt,db_session.add,db_session.commit,func.now,timedelta
23	backend/onyx/db/persona.py	can_delete_persona	521	546	6	2	0	1	0	0	0	get_user_group_ids_for_user,has_global_permission
23	backend/onyx/db/persona.py	update_personas_display_priority	1474	1521	8	0	1	1	0	0	0	ValueError,db_session.commit,display_priority_map.items,get_raw_personas_for_user,len
23	backend/onyx/federated_connectors/federated_retrieval.py	create_slack_retrieval_function	153	170	0	0	0	7	0	0	2	conn.search
23	backend/onyx/federated_connectors/slack/federated_connector.py	SlackFederatedConnector.authorize	153	170	0	5	0	1	0	0	0	join,logger.info,urlencode
23	backend/onyx/server/documents/connector.py	get_indexed_sources	1863	1872	1	2	1	3	0	0	0	Depends,IndexedSourcesResponse,fetch_unique_document_sources,require_permission,router.get,sorted
23	backend/onyx/server/features/build/db/build_session.py	get_user_build_sessions	158	184	5	0	1	3	0	0	0	all,db_session.query,desc,exists,filter,limit,order_by,where
23	backend/onyx/server/features/build/db/build_session.py	mark_user_sessions_idle__no_commit	564	591	8	0	1	1	0	0	0	db_session.flush,db_session.query,filter,logger.info,update
23	backend/onyx/server/features/build/db/build_session.py	clear_nextjs_ports_for_user	594	616	8	0	1	1	0	0	0	BuildSession.nextjs_port.isnot,db_session.flush,db_session.query,filter,logger.info,update
23	backend/onyx/server/query_and_chat/chat_backend.py	fetch_chat_file	1143	1192	6	2	0	1	0	0	0	Depends,HTTPException,JSONResponse,OnyxError,Query,Response,StreamingResponse,file_store.read_file,file_store.read_file_record,get_default_file_store,get_file_id_by_user_file_id,is_spreadsheet_mime_type,parse_spreadsheet_for_preview,preview.model_dump,request.headers.get,require_permission,router.get,user_can_access_chat_file
22	backend/onyx/connectors/notion/connector.py	NotionConnector._yield_database_hierarchy_nodes	1065	1141	0	0	1	6	0	0	0	db_id.replace,db_parent.get,ds.get,ds_parent.get,logger.warning,self._database_parent_page_ids.add,self._fetch_database_as_page,self._get_parent_raw_id,self._maybe_yield_hierarchy_node,self._search_notion
22	backend/onyx/connectors/slack/connector.py	SlackConnector._load_from_checkpoint	1075	1371	1	3	0	1	0	0	5	ConnectorFailure,ConnectorMissingCredentialError,EntityFailure,SecondsSinceUnixEpoch,ThreadPoolExecutor,ValueError,_channel_to_hierarchy_node,_get_channel_by_id,_get_messages,as_completed,checkpoint.channel_completion_map.get,contextvars.copy_context,copy.deepcopy,datetime.fromtimestamp,executor.submit,filter_channels,format,future.result,futures.append,get_channel_access,get_channels,get_channels_across_teams,len,list,log_func,logger.debug,logger.exception,logger.info,logger.warning,max,next,seen_thread_ts.add,self._ensure_workspace_metadata,set,str
22	backend/onyx/connectors/teams/connector.py	_construct_semantic_identifier	425	459	5	0	0	4	0	0	0	channel.properties.get,len,logger.exception,logger.warning,parse_html_page_basic,top_message_content.rstrip
22	backend/onyx/connectors/web/connector.py	WebConnector._do_scrape	443	677	0	0	0	5	0	0	7	BeautifulSoup,Document,RuntimeError,ScrapeResult,TextSection,_handle_cookies,_rewrite_url,all_inner_texts,count,extract_pdf_text,get_internal_links,hash,head_response.headers.get,is_pdf_resource,join,len,locator,logger.debug,logger.info,logger.warning,page.close,page.content,page.evaluate,page.frame_locator,page.goto,page.wait_for_load_state,page.wait_for_timeout,page_response.header_value,protected_url_check,requests.get,requests.head,session_ctx.content_hashes.add,session_ctx.playwright_context.new_page,session_ctx.to_visit.append,session_ctx.visited_links.add,split,storage_url.rstrip,str,time.sleep,web_html_cleanup
22	backend/onyx/db/index_attempt.py	get_latest_index_attempt_for_cc_pair_id	704	724	0	4	0	2	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,_add_only_finished_clause,db_session.execute,desc,scalar_one_or_none,select,stmt.join,stmt.limit,stmt.order_by,stmt.where,where
22	backend/onyx/db/index_attempt.py	count_index_attempts_for_cc_pair	802	827	0	4	0	2	0	0	0	IndexAttempt.status.in_,IndexAttempt.targeted_reindex_job_id.is_,db_session.execute,func.count,order_by,scalar_one,select,stmt.join,stmt.where,stmt.with_only_columns,where
22	backend/onyx/db/index_attempt.py	get_paginated_index_attempts_for_cc_pair_id	848	878	0	4	0	2	0	0	0	IndexAttempt.status.in_,IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_started.desc,all,db_session.execute,limit,list,scalars,select,stmt.join,stmt.offset,stmt.order_by,stmt.where,unique,where
22	backend/onyx/db/index_attempt.py	get_index_attempts_for_cc_pair	881	913	0	4	0	2	0	0	0	IndexAttempt.status.in_,IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_created.desc,all,and_,db_session.execute,join,scalars,select,stmt.join,stmt.order_by,stmt.where,where
22	backend/onyx/db/projects.py	check_project_ownership	185	201	4	0	2	2	0	0	0	db_session.query,filter,first
22	backend/onyx/db/token_limit.py	fetch_user_group_token_rate_limits	37	61	5	0	0	4	0	0	0	TokenRateLimit.enabled.is_,all,append,db_session.execute,defaultdict,dict,join,query.where,select,where
22	backend/onyx/document_index/opensearch/opensearch_document_index.py	generate_opensearch_filtered_access_control_list	96	105	0	4	0	2	0	0	0	access.to_acl,access_control_list.discard,list
22	backend/onyx/llm/tracing_wrap.py	_validate_prompt_param	65	98	0	0	0	4	0	0	10	TypeError,any,getattr,inspect.signature,repr,sig.parameters.values
22	backend/onyx/server/features/usage/api.py	get_my_usage	225	303	9	0	0	1	0	0	1	Depends,Query,UserUsageResponse,_date_range_to_utc_bounds,_start_for_inclusive_range,_user_cost_budget,accessible_model_configuration_ids.add,available_model_prices.append,available_model_prices.sort,datetime.now,fetch_all_llm_providers_accessible_in_any_context,fetch_default_llm_model,get_model_price_per_million,get_user_cost_cents_since,get_user_usage_by_day_and_model,get_window_start,now.date,seen.add,set,str,sum,timedelta,user_usage_router.get
22	backend/onyx/server/manage/administrative.py	get_most_boosted_docs	62	84	4	2	0	2	0	0	0	BoostDoc,Depends,fetch_docs_ranked_by_boost_for_user,require_permission,router.get
22	backend/onyx/server/manage/web_search/api.py	test_search_provider	200	246	1	2	0	4	0	0	0	Depends,HTTPException,admin_router.post,build_search_provider_from_config,existing_provider.api_key.get_value,fetch_web_search_provider_by_type,provider.test_connection,provider_requires_api_key,require_permission,str
22	backend/onyx/skills/builtin/google-drive/gdrive_api.py	_build_parser	358	501	0	0	3	3	0	0	1	argparse.ArgumentParser,p.add_argument,p.add_subparsers,sp.add_argument,sub.add_parser,with_common
21	backend/onyx/background/celery/tasks/docprocessing/tasks.py	ConnectorIndexingLogBuilder.build	402	416	2	2	0	3	0	0	0	join,kwargs.items
21	backend/onyx/chat/process_message.py	handle_multi_model_stream	1956	2003	6	0	0	3	0	0	0	StreamingError,_stream_chat_turn,len
21	backend/onyx/connectors/google_drive/file_retrieval.py	crawl_folders_for_files	448	536	3	0	0	5	0	0	0	RetrievedDriveFile,_get_files_in_parent,_get_folders_in_parent,active_parent_ids.add,active_parent_ids.remove,crawl_folders_for_files,isinstance,logger.debug,logger.error,logger.info,set,update_traversed_ids_func
21	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector._resolve_tenant_domain_from_root_site	1467	1482	7	1	0	1	0	0	0	ConnectorValidationError,execute_query,hostname.split,logger.info,self.graph_client.sites.root.get
21	backend/onyx/db/hierarchy.py	_search_accessible_hierarchy_nodes	583	607	1	1	0	5	0	0	0	HierarchyNode.display_name.ilike,HierarchyNode.node_type.notin_,HierarchyNode.source.in_,all,db_session.execute,escape_like_pattern,limit,list,order_by,scalars,select,stmt.where,where
21	backend/onyx/db/index_attempt.py	create_index_attempt	134	151	0	3	0	3	0	0	0	IndexAttempt,db_session.add,db_session.commit
21	backend/onyx/db/index_attempt.py	create_synthetic_seed_attempt	154	180	0	3	0	3	0	0	0	IndexAttempt,datetime.fromtimestamp,db_session.add,db_session.flush,func.now
21	backend/onyx/db/persona.py	_build_persona_filters	1000	1023	0	0	3	3	0	0	0	Persona.builtin_persona.is_,Persona.deleted.is_,Persona.name.startswith,not_,stmt.where
21	backend/onyx/db/seeding/chat_history_seeding.py	seed_chat_history	18	92	9	0	0	1	0	0	0	all,create_chat_session,create_new_chat_message,datetime.now,db_session.commit,db_session.query,get_or_create_root_message,get_session_with_current_tenant,len,logger.info,random.randint,range,timedelta
21	backend/onyx/indexing/chunking/section_chunker.py	ChunkPayload.to_doc_aware_chunk	41	67	0	0	0	6	0	0	3	DocAwareChunk,extract_blurb,get_mini_chunk_texts
21	backend/onyx/indexing/port_reembed.py	_semantic_tail_was_embedded	135	149	0	0	0	6	1	0	0	len,tokenizer.encode
21	backend/onyx/onyxbot/slack/utils.py	fetch_user_semantic_id_from_id	537	553	9	0	0	1	0	0	0	cast,client.users_info,get,user.get
21	backend/onyx/redis/redis_tenant_work_gating.py	mark_tenant_active	72	89	9	0	0	1	0	0	0	_client,_now_ms,logger.exception,zadd
21	backend/onyx/server/features/build/db/build_session.py	reserve_nextjs_port__no_commit	520	561	5	0	2	1	0	0	0	BuildSession.nextjs_port.isnot,OnyxError,_is_port_available,all,db_session.begin_nested,db_session.flush,db_session.query,filter,range
21	backend/onyx/server/features/hierarchy/api.py	list_accessible_hierarchy_nodes	69	93	5	2	0	1	0	0	0	Depends,HierarchyNodeSummary,HierarchyNodesResponse,_get_user_access_info,_require_opensearch,get_accessible_hierarchy_nodes_for_source,require_permission,router.get
21	backend/onyx/server/features/persona/api.py	list_personas_admin	250	261	5	2	0	1	0	0	0	Depends,Query,_admin_list_get_editable,admin_router.get,get_persona_snapshots_for_user,require_permission
21	backend/onyx/server/query_and_chat/chat_backend.py	resume_chat_stream	1281	1357	5	2	0	1	0	0	0	Depends,OnyxError,Query,StreamingResponse,get_cache_backend,get_chat_session_by_id,get_json_line,get_processing_run_id,get_session_with_current_tenant,has_stream_buffer,heartbeat_packet,is_chat_session_processing,join,model_dump,read_stream_chunks,require_permission,router.get,stream_buffered_run,time.monotonic,time.sleep
20	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector.get_available_drive_id	876	907	1	0	0	6	0	0	0	completion.processed_drive_ids.add,drive_id_status.items,logger.debug
20	backend/onyx/connectors/sharepoint/connector.py	sleep_and_retry	456	531	0	1	0	5	0	0	1	_backoff_seconds,e.response.headers.get,isinstance,logger.warning,query_obj.execute_query,range,time.sleep,type
20	backend/onyx/context/search/federated/slack_search.py	_fetch_thread_from_url	439	532	2	0	0	5	0	0	1	SlackMessage,SlackQueryResult,WebClient,_build_thread_text,ch_response.get,ch_response.validate,channel_info.get,datetime.fromtimestamp,datetime.now,doc_time.isoformat,float,get,len,logger.info,logger.warning,max,message_ts.replace,parent_msg.get,replace,response.get,response.validate,rstrip,set,slack_client.conversations_info,slack_client.conversations_replies,total_seconds
20	backend/onyx/context/search/federated/slack_search_utils.py	build_channel_query_filter	270	338	0	0	2	4	0	0	0	SlackEntities,ch.lstrip,fnmatch.fnmatch,included_channels.append,included_channels.extend,isinstance,join,lower,matches_exclude_pattern,pattern.lstrip,pattern_norm.lower
20	backend/onyx/db/chat.py	get_chat_sessions_by_user	122	196	3	0	2	2	0	0	0	ChatMessage.chat_session_id.in_,ChatSession.incognito_record_mode.is_,ChatSession.onyxbot_flow.is_,ChatSession.project_id.is_,all,content_persisting_sessions_filter,datetime.now,db_session.execute,desc,distinct,list,order_by,result.scalars,scalars,select,set,stmt.limit,stmt.where,timedelta,where
20	backend/onyx/db/port_orphan_candidate.py	record_port_orphan_candidates_for_user_file	109	129	3	2	0	2	0	0	0	port_target_settings_id,record_port_orphan_candidates
20	backend/onyx/db/scoped_permissions.py	scoped_group_ids_subquery	20	35	5	0	1	2	0	0	0	UserGroup.is_default.is_,User__UserGroup.is_manager.is_,join,select,where
20	backend/onyx/db/token_limit.py	fetch_all_user_token_rate_limits	19	34	1	0	0	6	0	0	0	TokenRateLimit.created_at.desc,TokenRateLimit.enabled.is_,all,db_session.scalars,query.order_by,query.where,select,where
20	backend/onyx/document_index/interfaces_new.py	IdRetrievalCapable.id_based_retrieval	335	360	0	1	1	4	0	0	0	-
20	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchIndexPair.id_based_retrieval	1094	1102	0	0	2	4	0	0	0	self._primary.id_based_retrieval
20	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchIndexPair.random_retrieval	1143	1149	0	0	2	4	0	0	0	self._primary.random_retrieval
20	backend/onyx/document_index/vespa/vespa_document_index.py	VespaIndexPair.id_based_retrieval	1305	1313	0	0	2	4	0	0	0	self._primary.id_based_retrieval
20	backend/onyx/document_index/vespa/vespa_document_index.py	VespaIndexPair.random_retrieval	1354	1360	0	0	2	4	0	0	0	self._primary.random_retrieval
20	backend/onyx/natural_language_processing/search_nlp_models.py	cohere_rerank_api	689	708	0	0	0	4	0	4	0	CohereAsyncClient,CohereBillingLimitError,cohere_client.rerank,logger.warning,sorted
20	backend/onyx/server/manage/search_settings.py	_validate_contextual_model_only_update	614	635	0	0	0	5	0	0	5	OnyxError,SavedSearchSettings.from_db_model,model_copy
20	backend/onyx/skills/rendering.py	render_company_search_skill	85	97	4	0	0	4	0	0	0	build_available_sources_section,template.replace,template_path.read_text
20	backend/onyx/tools/tool_implementations/search/search_tool.py	SearchTool.expand_section_safe	1141	1164	0	0	0	3	3	0	2	expand_section_with_context,logger.warning
20	backend/onyx/tools/tool_implementations/search/search_utils.py	weighted_reciprocal_rank_fusion	31	116	0	0	0	6	0	1	0	ValueError,defaultdict,enumerate,id_extractor,len,rrf_scores.keys,sorted,zip
20	backend/onyx/tools/tool_implementations/web_search/web_search_tool.py	WebSearchTool.__init__	90	116	1	0	0	6	0	0	0	RuntimeError,WebSearchProviderType,__init__,build_search_provider_from_config,fetch_active_web_search_provider,get_session_with_current_tenant,provider_model.api_key.get_value,provider_requires_api_key,super
